80,10,0110,A92,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
81,10,0110,A93,"OTRAS FIEBRES VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN"
82,10,0110,A94,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA"
83,10,0110,A95,FIEBRE AMARILLA
84,10,0110,A96,FIEBRE HEMORRAGICA POR ARENAVIRUS
85,10,0110,A97,DENGUE
86,10,0110,A98,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
87,10,0110,A99,"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA"
88,11,0111,B00,INFECCIONES HERPETICAS [HERPES SIMPLE]
89,11,0111,B01,VARICELA
90,11,0111,B02,HERPES ZOSTER
91,11,0111,B03,VIRUELA
92,11,0111,B04,VIRUELA DE LOS MONOS
93,11,0111,B05,SARAMPION
94,11,0111,B06,RUBEOLA [SARAMPION ALEMAN]
95,11,0111,B07,VERRUGAS VIRICAS
96,11,0111,B08,OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE
97,11,0111,B09,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL"
98,12,0112,B15,HEPATITIS AGUDA TIPO A
99,12,0112,B16,HEPATITIS AGUDA TIPO B
100,12,0112,B17,OTRAS HEPATITIS VIRALES AGUDAS
101,12,0112,B18,HEPATITIS VIRAL CRONICA
102,12,0112,B19,"HEPATITIS VIRAL, SIN OTRA ESPECIFICACION"
103,13,0113,B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE"
104,13,0113,B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE"
105,13,0113,B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE"
106,13,0113,B23,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE"
107,13,0113,B24,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ES"
108,14,0114,B25,ENFERMEDAD DEBIDA A VIRUS CITOMEGALICO
109,14,0114,B26,PAROTIDITIS INFECCIOSA
110,14,0114,B27,MONONUCLEOSIS INFECCIOSA
111,14,0114,B30,CONJUNTIVITIS VIRAL
112,14,0114,B33,"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE"
113,14,0114,B34,INFECCION VIRAL DE SITIO NO ESPECIFICADO
114,15,0115,B35,DERMATOFITOSIS
115,15,0115,B36,OTRAS MICOSIS SUPERFICIALES
116,15,0115,B37,CANDIDIASIS
117,15,0115,B38,COCCIDIOIDOMICOSIS
118,15,0115,B39,HISTOPLASMOSIS
119,15,0115,B40,BLASTOMICOSIS
120,15,0115,B41,PARACOCCIDIOIDOMICOSIS
121,15,0115,B42,ESPOROTRICOSIS
122,15,0115,B43,CROMOMICOSIS Y ABSCESO FEOMICOTICO
123,15,0115,B44,ASPERGILOSIS
124,15,0115,B45,CRIPTOCOCOSIS
125,15,0115,B46,CIGOMICOSIS
126,15,0115,B47,MICETOMA
127,15,0115,B48,"OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE"
128,15,0115,B49,"MICOSIS, NO ESPECIFICADA"
129,16,0116,B50,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM FALCIPARUM
130,16,0116,B51,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM VIVAX
131,16,0116,B52,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM MALARIAE
132,16,0116,B53,OTRO PALUDISMO [MALARIA] CONFIRMADO PARASITOLOGICAMENTE
133,16,0116,B54,PALUDISMO [MALARIA] NO ESPECIFICADO
134,16,0116,B55,LEISHMANIASIS
135,16,0116,B56,TRIPANOSOMIASIS AFRICANA
136,16,0116,B57,ENFERMEDAD DE CHAGAS
137,16,0116,B58,TOXOPLASMOSIS
138,16,0116,B59,NEUMOCISTOSIS
139,16,0116,B60,"OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, NO CLASIFICADAS EN OTRA PAR"
140,16,0116,B64,"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA"
141,17,0117,B65,ESQUISTOSOMIASIS [BILHARZIASIS]
142,17,0117,B66,OTRAS INFECCIONES DEBIDAS A TREMATODOS
143,17,0117,B67,EQUINOCOCOSIS
144,17,0117,B68,TENIASIS
145,17,0117,B69,CISTICERCOSIS
146,17,0117,B70,DIFILOBOTRIASIS Y ESPARGANOSIS
147,17,0117,B71,OTRAS INFECCIONES DEBIDAS A CESTODOS
148,17,0117,B72,DRACONTIASIS
149,17,0117,B73,ONCOCERCOSIS
150,17,0117,B74,FILARIASIS
151,17,0117,B75,TRIQUINOSIS
152,17,0117,B76,ANQUILOSTOMIASIS Y NECATORIASIS
153,17,0117,B77,ASCARIASIS
154,17,0117,B78,ESTRONGILOIDIASIS
155,17,0117,B79,TRICURIASIS
156,17,0117,B80,ENTEROBIASIS
157,17,0117,B81,"OTRAS HELMINTIASIS INTESTINALES, NO CLASIFICADAS EN OTRA PARTE"
158,17,0117,B82,"PARASITOSIS INTESTINALES, SIN OTRA ESPECIFICACION"
159,17,0117,B83,OTRAS HELMINTIASIS
160,18,0118,B85,PEDICULOSIS Y PHTHIRIASIS
161,18,0118,B86,ESCABIOSIS
162,18,0118,B87,MIASIS
163,18,0118,B88,OTRAS INFESTACIONES
164,18,0118,B89,"ENFERMEDAD PARASITARIA, NO ESPECIFICADA"
165,19,0119,B90,SECUELAS DE TUBERCULOSIS
166,19,0119,B91,SECUELAS DE POLIOMIELITIS
167,19,0119,B92,SECUELAS DE LEPRA
168,19,0119,B94,SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS Y DE LAS NO
169,20,0120,B95,ESTREPTOCOCOS Y ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS
170,20,0120,B96,OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
171,20,0120,B97,AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPIT
172,20,0120,B98,OTROS AGENTES INFECCIOSOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
173,21,0121,B99,OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS
174,22,0201,C00,TUMOR MALIGNO DEL LABIO
175,22,0201,C01,TUMOR MALIGNO DE LA BASE DE LA LENGUA
176,22,0201,C02,TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA LENGUA
177,22,0201,C03,TUMOR MALIGNO DE LA ENCIA
178,22,0201,C04,TUMOR MALIGNO DEL PISO DE LA BOCA
179,22,0201,C05,TUMOR MALIGNO DEL PALADAR
180,22,0201,C06,TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
181,22,0201,C07,TUMOR MALIGNO DE LA GLANDULA PAROTIDA
182,22,0201,C08,TUMOR MALIGNO DE OTRAS GLANDULAS SALIVALES MAYORES Y DE LAS NO ESPECIF
183,22,0201,C09,TUMOR MALIGNO DE LA AMIGDALA
184,22,0201,C10,TUMOR MALIGNO DE LA OROFARINGE
185,22,0201,C11,TUMOR MALIGNO DE LA NASOFARINGE
186,22,0201,C12,TUMOR MALIGNO DEL SENO PIRIFORME
187,22,0201,C13,TUMOR MALIGNO DE LA HIPOFARINGE
188,22,0201,C14,"TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DEL LABIO, DE LA"
189,22,0201,C15,TUMOR MALIGNO DEL ESOFAGO
190,22,0201,C16,TUMOR MALIGNO DEL ESTOMAGO
191,22,0201,C17,TUMOR MALIGNO DEL INTESTINO DELGADO
192,22,0201,C18,TUMOR MALIGNO DEL COLON
193,22,0201,C19,TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA
194,22,0201,C20,TUMOR MALIGNO DEL RECTO
195,22,0201,C21,TUMOR MALIGNO DEL ANO Y DEL CONDUCTO ANAL
196,22,0201,C22,TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS
197,22,0201,C23,TUMOR MALIGNO DE LA VESICULA BILIAR
198,22,0201,C24,TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LAS VIAS BI
199,22,0201,C25,TUMOR MALIGNO DEL PANCREAS
200,22,0201,C26,TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DE LOS ORGANOS DI
201,22,0201,C30,TUMOR MALIGNO DE LAS FOSAS NASALES Y DEL OIDO MEDIO
202,22,0201,C31,TUMOR MALIGNO DE LOS SENOS PARANASALES
203,22,0201,C32,TUMOR MALIGNO DE LA LARINGE
204,22,0201,C33,TUMOR MALIGNO DE LA TRAQUEA
205,22,0201,C34,TUMOR MALIGNO DE LOS BRONQUIOS Y DEL PULMON
206,22,0201,C37,TUMOR MALIGNO DEL TIMO
207,22,0201,C38,"TUMOR MALIGNO DEL CORAZON, DEL MEDIASTINO Y DE LA PLEURA"
208,22,0201,C39,TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DEL SISTEMA RESPI
209,22,0201,C40,TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIE
210,22,0201,C41,"TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES, DE OTROS"
211,22,0201,C43,MELANOMA MALIGNO DE LA PIEL
212,22,0201,C44,OTROS TUMORES MALIGNOS DE LA PIEL
213,22,0201,C45,MESOTELIOMA
214,22,0201,C46,SARCOMA DE KAPOSI
215,22,0201,C47,TUMOR MALIGNO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONO
216,22,0201,C48,TUMOR MALIGNO DEL PERITONEO Y DEL RETROPERITONEO
217,22,0201,C49,TUMOR MALIGNO DE OTROS TEJIDOS CONJUNTIVOS Y DE TEJIDOS BLANDOS
218,22,0201,C50,TUMOR MALIGNO DE LA MAMA
219,22,0201,C51,TUMOR MALIGNO DE LA VULVA
220,22,0201,C52,TUMOR MALIGNO DE LA VAGINA
221,22,0201,C53,TUMOR MALIGNO DEL CUELLO DEL UTERO
222,22,0201,C54,TUMOR MALIGNO DEL CUERPO DEL UTERO
223,22,0201,C55,"TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA"
224,22,0201,C56,TUMOR MALIGNO DEL OVARIO
225,22,0201,C57,TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIF
226,22,0201,C58,TUMOR MALIGNO DE LA PLACENTA
227,22,0201,C60,TUMOR MALIGNO DEL PENE
228,22,0201,C61,TUMOR MALIGNO DE LA PROSTATA
229,22,0201,C62,TUMOR MALIGNO DEL TESTICULO
230,22,0201,C63,TUMOR MALIGNO DE OTROS ORGANOS GENITALES MASCULINOS Y DE LOS NO ESPECI
231,22,0201,C64,"TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL"
232,22,0201,C65,TUMOR MALIGNO DE LA PELVIS RENAL
233,22,0201,C66,TUMOR MALIGNO DEL URETER
234,22,0201,C67,TUMOR MALIGNO DE LA VEJIGA URINARIA
235,22,0201,C68,TUMOR MALIGNO DE OTROS ORGANOS URINARIOS Y DE LOS NO ESPECIFICADOS
236,22,0201,C69,TUMOR MALIGNO DEL OJO Y SUS ANEXOS
237,22,0201,C70,TUMOR MALIGNO DE LAS MENINGES
238,22,0201,C71,TUMOR MALIGNO DEL ENCEFALO
239,22,0201,C72,"TUMOR MALIGNO DE LA MEDULA ESPINAL, DE LOS NERVIOS CRANEALES Y DE OTRA"
240,22,0201,C73,TUMOR MALIGNO DE LA GLANDULA TIROIDES
241,22,0201,C74,TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL
242,22,0201,C75,TUMOR MALIGNO DE OTRAS GLANDULAS ENDOCRINAS Y DE ESTRUCTURAS AFINES
243,22,0201,C76,TUMOR MALIGNO DE OTROS SITIOS Y DE SITIOS MAL DEFINIDOS
244,22,0201,C77,TUMOR MALIGNO SECUNDARIO Y EL NO ESPECIFICADO DE LOS GANGLIOS LINFATIC
245,22,0201,C78,TUMOR MALIGNO SECUNDARIO DE LOS ORGANOS RESPIRATORIOS Y DIGESTIVOS
246,22,0201,C79,TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS Y LOS NO ESPECIFICADOS
247,22,0201,C80,TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS CANCER [TUMOR MALIGNO]: . SAI
248,22,0201,C81,LINFOMA DE HODGKIN
249,22,0201,C82,LINFOMA FOLICULAR
250,22,0201,C83,LINFOMA NO FOLICULAR
251,22,0201,C84,LINFOMA DE CELULAS T / NK MADURAS
252,22,0201,C85,LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO
253,22,0201,C86,OTROS TIPOS ESPECIFICADOS DE LINFOMAS DE CELULAS T/NK
254,22,0201,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS]
255,22,0201,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS
256,22,0201,C91,LEUCEMIA LINFOIDE
257,22,0201,C92,LEUCEMIA MIELOIDE
258,22,0201,C93,LEUCEMIA MONOCITICA
259,22,0201,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO
260,22,0201,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO
261,22,0201,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE"
262,22,0201,C97,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES
263,23,0202,D00,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO"
264,23,0202,D01,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADO
265,23,0202,D02,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
266,23,0202,D03,MELANOMA IN SITU
267,23,0202,D04,CARCINOMA IN SITU DE LA PIEL
268,23,0202,D05,CARCINOMA IN SITU DE LA MAMA
269,23,0202,D06,CARCINOMA IN SITU DEL CUELLO DEL UTERO
270,23,0202,D07,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
271,23,0202,D09,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
272,24,0203,D10,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
273,24,0203,D11,TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES
274,24,0203,D12,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
275,24,0203,D13,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGES
276,24,0203,D14,TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
277,24,0203,D15,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADO
278,24,0203,D16,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
279,24,0203,D17,TUMORES BENIGNOS LIPOMATOSOS
280,24,0203,D18,HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO
281,24,0203,D19,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
282,24,0203,D20,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO
283,24,0203,D21,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS
284,24,0203,D22,NEVO MELANOCITICO
285,24,0203,D23,OTROS TUMORES BENIGNOS DE LA PIEL
286,24,0203,D24,TUMOR BENIGNO DE LA MAMA
287,24,0203,D25,LEIOMIOMA DEL UTERO
288,24,0203,D26,OTROS TUMORES BENIGNOS DEL UTERO
289,24,0203,D27,TUMOR BENIGNO DEL OVARIO
290,24,0203,D28,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIF
291,24,0203,D29,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
292,24,0203,D30,TUMOR BENIGNO DE LOS ORGANOS URINARIOS
293,24,0203,D31,TUMOR BENIGNO DEL OJO Y SUS ANEXOS
294,24,0203,D32,TUMORES BENIGNOS DE LAS MENINGES
295,24,0203,D33,TUMOR BENIGNO DEL ENCEFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENT
296,24,0203,D34,TUMOR BENIGNO DE LA GLANDULA TIROIDES
297,24,0203,D35,TUMOR BENIGNO DE OTRAS GLANDULAS ENDOCRINAS Y DE LAS NO ESPECIFICADAS
298,24,0203,D36,TUMOR BENIGNO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
299,25,0204,D37,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA CAVIDAD BUCAL Y D
300,25,0204,D38,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OIDO MEDIO Y DE LOS
301,25,0204,D39,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALE
302,25,0204,D40,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALE
303,25,0204,D41,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS URINARIO
304,25,0204,D42,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES
305,25,0204,D43,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCEFALO Y DEL SIST
306,25,0204,D44,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS GLANDULAS ENDOCR
307,25,0204,D45,POLICITEMIA VERA
308,25,0204,D46,SINDROMES MIELODISPLASICOS
309,25,0204,D47,OTROS TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINF
310,25,0204,D48,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS Y DE LO
311,26,0301,D50,ANEMIAS POR DEFICIENCIA DE HIERRO
312,26,0301,D51,ANEMIA POR DEFICIENCIA DE VITAMINA B12
313,26,0301,D52,ANEMIA POR DEFICIENCIA DE FOLATOS
314,26,0301,D53,OTRAS ANEMIAS NUTRICIONALES
315,27,0302,D55,ANEMIA DEBIDA A TRASTORNOS ENZIMATICOS
316,27,0302,D56,TALASEMIA
317,27,0302,D57,TRASTORNOS FALCIFORMES
318,27,0302,D58,OTRAS ANEMIAS HEMOLITICAS HEREDITARIAS
319,27,0302,D59,ANEMIA HEMOLITICA ADQUIRIDA
320,28,0303,D60,"APLASIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA [ERITROBLASTOPENIA]"
321,28,0303,D61,OTRAS ANEMIAS APLASTICAS
322,28,0303,D62,ANEMIA POSTHEMORRAGICA AGUDA
323,28,0303,D63,ANEMIA EN ENFERMEDADES CRONICAS CLASIFICADAS EN OTRA PARTE
324,28,0303,D64,OTRAS ANEMIAS
325,29,0304,D65,COAGULACION INTRAVASCULAR DISEMINADA [SINDROME DE DESFIBRINACION]
326,29,0304,D66,DEFICIENCIA HEREDITARIA DEL FACTOR VIII
327,29,0304,D67,DEFICIENCIA HEREDITARIA DEL FACTOR IX
328,29,0304,D68,OTROS DEFECTOS DE LA COAGULACION
329,29,0304,D69,PURPURA Y OTRAS AFECCIONES HEMORRAGICAS
330,30,0305,D70,AGRANULOCITOSIS
331,30,0305,D71,TRASTORNOS FUNCIONALES DE LOS POLIMORFONUCLEARES NEUTROFILOS
332,30,0305,D72,OTROS TRASTORNOS DE LOS LEUCOCITOS
333,30,0305,D73,ENFERMEDADES DEL BAZO
334,30,0305,D74,METAHEMOGLOBINEMIA
335,30,0305,D75,OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS
336,30,0305,D76,OTRAS ENFERMEDADES ESPECIFICADAS CON PARTICIPACION DEL TEJIDO LINFORRETICULAR Y RETICULO ENDOTELIAL
337,30,0305,D77,OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFE
338,31,0306,D80,INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS
339,31,0306,D81,INMUNODEFICIENCIAS COMBINADAS
340,31,0306,D82,INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES
341,31,0306,D83,INMUNODEFICIENCIA VARIABLE COMUN
342,31,0306,D84,OTRAS INMUNODEFICIENCIAS
343,31,0306,D86,SARCOIDOSIS
344,31,0306,D89,"OTROS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD, NO CLASIFIC"
345,32,0401,E00,SINDROME CONGENITO DE DEFICIENCIA DE YODO
346,32,0401,E01,TRASTORNOS TIROIDEOS VINCULADOS A DEFICIENCIA DE YODO Y AFECCIONES REL
347,32,0401,E02,HIPOTIROIDISMO SUBCLINICO POR DEFICIENCIA DE YODO
348,32,0401,E03,OTROS HIPOTIROIDISMOS
349,32,0401,E04,OTROS BOCIOS NO TOXICOS
350,32,0401,E05,TIROTOXICOSIS [HIPERTIROIDISMO]
351,32,0401,E06,TIROIDITIS
352,32,0401,E07,OTROS TRASTORNOS TIROIDEOS
353,33,0402,E10,DIABETES MELLITUS INSULINODEPENDIENTE
354,33,0402,E11,DIABETES MELLITUS NO INSULINODEPENDIENTE
355,33,0402,E12,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
356,33,0402,E13,OTRAS DIABETES MELLITUS ESPECIFICADAS
357,33,0402,E14,"DIABETES MELLITUS, NO ESPECIFICADA"
358,34,0403,E15,COMA HIPOGLICEMICO NO DIABETICO
