192,A30,0,A300,Lepra Indeterminada
193,A30,1,A301,Lepra Tuberculoide
194,A30,2,A302,Lepra Tuberculoide Limitrofe
195,A30,3,A303,Lepra Limitrofe
196,A30,4,A304,Lepra Lepromatosa Limitrofe
197,A30,5,A305,Lepra Lepromatosa
198,A30,8,A308,Otras Formas de Lepra
199,A30,9,A309,"Lepra, no Especificada"
200,A31,0,A310,Infecciones por Micobacterias Pulmonares
201,A31,1,A311,Infeccion Cutanea por Micobacterias
202,A31,8,A318,Otras Infecciones por Micobacterias
203,A31,9,A319,"Infeccion por Micobacteria, no Especificada"
204,A32,0,A320,Listeriosis Cutanea
205,A32,1,A321,Meningitis y Meningoencefalitis Listeriana
206,A32,7,A327,Septicemia Listeriana
207,A32,8,A328,Otras Formas de Listeriosis
208,A32,9,A329,"Listeriosis, no Especificada"
209,A33,X,A33X,Tetanos Neonatal
210,A34,X,A34X,Tetanos Obstetrico
211,A35,X,A35X,Otros Tetanos
212,A36,0,A360,Difteria Faringea
213,A36,1,A361,Difteria Nasofaringea
214,A36,2,A362,Difteria Laringea
215,A36,3,A363,Difteria Cutanea
216,A36,8,A368,Otras Difterias
217,A36,9,A369,"Difteria, no Especificada"
218,A37,0,A370,Tos Ferina debida a Bordetella Pertussis
219,A37,1,A371,Tos Ferina debida a Bordetella Parapertussis
220,A37,8,A378,Tos Ferina debida a otras Especies de Bordetella
221,A37,9,A379,"Tos Ferina, no Especificada"
222,A38,X,A38X,Escarlatina
223,A39,0,A390,Meningitis Meningococica (G01*)
224,A39,1,A391,Sindrome de Waterhouse-Friderichsen (E35.1*)
225,A39,2,A392,Meningococemia Aguda
226,A39,3,A393,Meningococemia Cronica
227,A39,4,A394,"Meningococemia, no Especificada"
228,A39,5,A395,Enfermedad Cardiaca debida a Meningococo
229,A39,8,A398,Otras formas de enfermedad Meningocócica
230,A39,9,A399,"Enfermedad meningocócica, no Especificada"
231,A40,0,A400,"Septicemia debida a Estreptococo, Grupo A"
232,A40,1,A401,"Septicemia debida a Estreptococo, Grupo B"
233,A40,2,A402,"Septicemia debida a Estreptococo, Grupo D"
234,A40,3,A403,Septicemia debida a Streptococcus Pneumoniae
235,A40,8,A408,Otras Septicemias Estreptococicas
236,A40,9,A409,"Septicemia Estreptococica, no Especificada"
237,A41,0,A410,Septicemia debida a Staphylococcus Aureus
238,A41,1,A411,Septicemia debida a Otro Estafilococo Especificado
239,A41,2,A412,Septicemia debida a Estafilococo no Especificado
240,A41,3,A413,Septicemia debida a Haemophilus Influenzae
241,A41,4,A414,Septicemia debida a Anaerobios
242,A41,5,A415,Septicemia debida a otros Organismos Gramnegativos
243,A41,8,A418,Otras Septicemias Especificadas
244,A41,9,A419,"Septicemia, no Especificada"
245,A42,0,A420,Actinomicosis Pulmonar
246,A42,1,A421,Actinomicosis Abdominal
247,A42,2,A422,Actinomicosis Cervicofacial
248,A42,7,A427,Septicemia Actinomicotica
249,A42,8,A428,Otras Formas de Actinomicosis
250,A42,9,A429,"Actinomicosis, sin otra Especificacion"
251,A43,0,A430,Nocardiosis Pulmonar
252,A43,1,A431,Nocardiosis Cutanea
253,A43,8,A438,Otras Formas de Nocardiosis
254,A43,9,A439,"Nocardiosis, no Especificada"
255,A44,0,A440,Bartonelosis Sistemica (Fiebre de la Oroya)
256,A44,1,A441,Bartonelosis Cronica
257,A44,8,A448,Otras Formas de Bartonelosis
258,A44,81,A4481,Bartonelosis Aguda
259,A44,82,A4482,Bartonelosis Aguda Complicada
260,A44,83,A4483,Bartonelosis Resistente
261,A44,9,A449,Bartonelosis no Especificada
262,A46,X,A46X,Erisipela
263,A48,0,A480,Gangrena Gaseosa
264,A48,1,A481,Enfermedad de los Legionarios
265,A48,2,A482,Enfermedad de los Legionarios no Neumonica [Fiebre de Pontiac]
266,A48,3,A483,Sindrome del Choque Toxico
267,A48,4,A484,Fiebre Purpurica Brasilena
268,A48,8,A488,Otras Enfermedades Bacterianas Especificadas
269,A49,0,A490,"Infeccion Estafilococica, sin otra Especificacion"
270,A49,1,A491,"Infeccion Estreptococica, sin otra Especificacion"
271,A49,2,A492,"Infeccion por Haemophilus Influenzae, sin otra Especificacion"
272,A49,3,A493,"Infeccion por Micoplasma, sin otra Especificacion"
273,A49,8,A498,Otras Infecciones Bacterianas de Sitio no Especificado
274,A49,9,A499,"Infeccion Bacteriana, no Especificada"
275,A50,0,A500,"Sifilis Congenita Precoz, Sintomatica"
276,A50,1,A501,"Sifilis Congenita Precoz, Latente"
277,A50,2,A502,"Sifilis Congenita Precoz, sin otra Especificacion"
278,A50,3,A503,Oculopatia Sifilitica Congenita Tardia
279,A50,4,A504,Neurosifilis Congenita Tardia [Neurosifilis Juvenil]
280,A50,5,A505,"Otras Formas de Sifilis Congenita Tardia, Sintomatica"
281,A50,6,A506,"Sifilis Congenita Tardia, Latente"
282,A50,7,A507,"Sifilis Congenita Tardia, sin otra Especificacion"
283,A50,9,A509,Sifilis Congenita
284,A51,0,A510,Sifilis Primaria
285,A51,1,A511,Sifilis Primaria Anal
286,A51,2,A512,Sifilis Primaria en otros Sitios
287,A51,3,A513,Sifilis Secundaria de Piel y Membranas Mucosas
288,A51,4,A514,Otras Sifilis Secundarias
289,A51,5,A515,Sifilis Latente
290,A51,9,A519,"Sifilis Precoz, sin otra Especificacion"
291,A52,0,A520,Sifilis Cardiovascular
292,A52,1,A521,Neurosifilis Sintomatica
293,A52,2,A522,Neurosifilis Asintomatica
294,A52,3,A523,Neurosifilis no Especificada
295,A52,7,A527,Otras Sifilis Tardias Sintomaticas
296,A52,8,A528,"Sifilis Tardia, Latente"
297,A52,9,A529,"Sifilis Tardia, no Especificada"
298,A53,0,A530,"Sifilis Latente, no Especificada como Precoz o Tardia"
299,A53,9,A539,Sifilis no Especificada
300,A54,0,A540,Infeccion Gonococica del Tracto Genitourinario Inferior sin Absceso Periuretral o de Gla
301,A54,1,A541,Infeccion Gonococica del Tracto Genitourinario Inferior con Absceso Periuretral y de Gla
302,A54,2,A542,Pelviperitonitis Gonococica y otras Infecciones Gonococicas Genitourinarias
303,A54,3,A543,Infeccion Gonococica del Ojo
304,A54,4,A544,Infeccion Gonococica del Sistema Osteomuscular
305,A54,5,A545,Faringitis Gonococica
306,A54,6,A546,Infeccion Gonococica del Ano y del Recto
307,A54,8,A548,Otras Infecciones Gonococicas
308,A54,9,A549,Gonorrea
309,A55,X,A55X,Linfogranuloma Venereo
310,A56,0,A560,Infeccion del Tracto Genitourinario Inferior debida a Clamidias
311,A56,1,A561,Infeccion del Pelviperitoneo y otros Organos Genitourinarios debida a Clamidias
312,A56,2,A562,Clamidiasis
313,A56,3,A563,Infeccion del Ano y del Recto debida a Clamidias
314,A56,4,A564,Infeccion de Faringe debida a Clamidias
315,A56,8,A568,Infeccion de Transmision Sexual de otros Sitios debida a Clamidias
316,A57,X,A57X,Chancro Blando
317,A58,X,A58X,Granuloma Inguinal
318,A59,0,A590,Tricomoniasis Urogenital
319,A59,8,A598,Tricomoniasis de otros Sitios
320,A59,9,A599,Trichomoniasis
321,A60,0,A600,Herpes Genital
322,A60,1,A601,Infeccion de la Piel Perianal y Recto por Virus del Herpes Simple
323,A60,9,A609,"Infeccion Anogenital por Virus del Herpes Simple, sin otra Especificacion"
324,A63,0,A630,Verrugas (venereas) anogenitales
325,A63,8,A638,"Otras Enfermedades de Transmision Predominantemente Sexual, Especificadas"
326,A64,X,A64X,Enfermedad de Transmision Sexual no Especificada
327,A64,X1,A64X1,Sindrome de Bubon Inguinal
328,A64,X2,A64X2,Sindrome de Cervicitis
329,A64,X3,A64X3,Sindrome de Vaginitis
330,A64,X4,A64X4,Sindrome de Ulcera Genital
331,A64,X5,A64X5,Sindrome de Dolor Abdominal Bajo
332,A64,X6,A64X6,Sindrome de Secrecion Uretral
333,A64,X9,A64X9,Sindrome de Flujo Vaginal
334,A65,X,A65X,Sifilis no Venerea
335,A66,0,A660,Lesiones Iniciales de Frambesia
336,A66,1,A661,Lesiones Papilomatosas Multiples y Frambesia con Paso de Cangrejo
337,A66,2,A662,Otras Lesiones Precoces de la Piel en la Frambesia
338,A66,3,A663,Hiperqueratosis de Frambesia
339,A66,4,A664,Goma y Ulceras de Frambesia
340,A66,5,A665,Gangosa
341,A66,6,A666,Lesiones Frambesicas de los Huesos y de las Articulaciones
342,A66,7,A667,Otras Manifestaciones de Frambesia
343,A66,8,A668,Frambesia Latente
344,A66,9,A669,"Frambesia, no Especificada"
345,A67,0,A670,Lesiones Primarias de la Pinta
346,A67,1,A671,Lesiones Intermedias de la Pinta
347,A67,2,A672,Lesiones Tardias de la Pinta
348,A67,3,A673,Lesiones Mixtas de la Pinta
349,A67,9,A679,"Pinta, no Especificada"
350,A68,0,A680,Fiebre Recurrente Transmitida por Piojos
351,A68,1,A681,Fiebre Recurrente Transmitida por Garrapatas
352,A68,9,A689,"Fiebre Recurrente, no Especificada"
353,A69,0,A690,Estomatitis Ulcerativa Necrotizante
354,A69,1,A691,Otras Infecciones de Vincent (Gingivitis de Vincent. Gingivitis y Gingivoestomatitis Ulc
355,A69,10,A6910,Gingivitis Ulcerativa Necrotizante Aguda [Gingivitis Fusoespiroquetica][Gingivitis de Vi
356,A69,11,A6911,Angina de Vincent
357,A69,2,A692,Enfermedad de Lyme
358,A69,8,A698,Otras Infecciones Especificadas por Espiroquetas
359,A69,9,A699,"Infeccion por Espiroqueta, no Especificada"
360,A70,X,A70X,Infeccion debida a Chlamydia Psittaci
361,A71,0,A710,Estado Inicial de Tracoma
362,A71,1,A711,Estado Activo de Tracoma
363,A71,9,A719,"Tracoma, no Especificado"
364,A74,0,A740,Conjuntivitis por Clamidias (H13.1*)
365,A74,8,A748,Otras Enfermedades por Clamidias
366,A74,9,A749,"Infeccion por Clamidias, no Especificada"
367,A75,0,A750,Tifus Epidemico debido a Rickettsia Prowazekii Transmitido por Piojos
368,A75,1,A751,Tifus Recrudescente [Enfermedad de Brill]
369,A75,2,A752,Tifus debido a Rickettsia Typhi
370,A75,3,A753,Tifus debido a Rickettsia Tsutsugamushi
371,A75,9,A759,"Tifus, no Especificado"
372,A77,0,A770,Fiebre Maculosa debida a Rickettsia Rickettsii
373,A77,1,A771,Fiebre Maculosa debida a Rickettsia Conorii
374,A77,2,A772,Fiebre Maculosa debida a Rickettsia Siberica
375,A77,3,A773,Fiebre Maculosa debida a Rickettsia Australis
376,A77,8,A778,Otras Fiebres Maculosas
377,A77,9,A779,"Fiebre Maculosa, no Especificada"
378,A78,X,A78X,Fiebre Q
379,A79,0,A790,Fiebre de las Trincheras
380,A79,1,A791,Rickettsiosis Pustulosa debida a Rickettsia Akari
381,A79,8,A798,Otras Rickettsiosis Especificadas
382,A79,9,A799,"Rickettsiosis, no Especificada"
383,A80,0,A800,"Poliomielitis Aguda Paralitica, Asociada a Vacuna"
384,A80,1,A801,Poliomielitis Aguda Paralitica debida a Virus Salvaje Importado
385,A80,2,A802,Poliomielitis Aguda Paralitica debida a Virus Salvaje Autoctono
386,A80,3,A803,"Otras Poliomielitis Agudas Paraliticas, y las no Especificadas"
387,A80,4,A804,Poliomielitis Aguda no Paralitica
388,A80,9,A809,"Poliomielitis Aguda, sin otra Especificacion"
389,A81,0,A810,Enfermedad de Creutzfeldt - Jakob
390,A81,1,A811,Panencefalitis Esclerosante Subaguda
391,A81,2,A812,Leucoencefalopatia Multifocal Progresiva
392,A81,8,A818,Otras Infecciones del Sistema Nervioso Central por Virus Lento
393,A81,9,A819,"Infecciones del Sistema Nervioso Central por Virus Lento, sin otra Especificacion"
394,A82,0,A820,Rabia Selvatica (Rabia Humana Silvestre)
395,A82,1,A821,Rabia Humana Urbana
396,A82,9,A829,"Rabia, sin otra Especificacion"
397,A83,0,A830,Encefalitis Japonesa
398,A83,1,A831,Encefalitis Equina del Oeste
399,A83,2,A832,Encefalitis Equina del Este
400,A83,3,A833,Encefalitis de San Luis
401,A83,4,A834,Encefalitis Australiana
402,A83,5,A835,Encefalitis de California
403,A83,6,A836,Enfermedad por Virus Rocio
404,A83,8,A838,Otras Encefalitis Virales Transmitidas por Mosquitos
405,A83,9,A839,"Encefalitis Viral Transmitida por Mosquitos, sin otra Especificacion"
406,A84,0,A840,Encefalitis del Lejano Oriente Transmitida por Garrapatas [Encefalitis Primaveroestival
407,A84,1,A841,Encefalitis Centroeuropea Transmitida por Garrapatas
408,A84,8,A848,Otras Encefalitis Virales Transmitidas por Garrapatas
409,A84,9,A849,"Encefalitis Viral Transmitida por Garrapatas, sin otra Especificacion"
410,A85,0,A850,Encefalitis Enteroviral (G05.1*)
411,A85,1,A851,Encefalitis por Adenovirus (G05.1*)
412,A85,2,A852,"Encefalitis Viral Transmitida por Artropodos, sin otra Especificacion"
413,A85,8,A858,Otras Encefalitis Virales Especificadas
414,A86,X,A86X,Meningoencefalitis Viral
415,A87,0,A870,Meningitis Enteroviral (G02.0*)
416,A87,1,A871,Meningitis debida a Adenovirus (G02.0*)
417,A87,2,A872,Coriomeningitis Linfocitica
418,A87,8,A878,Otras Meningitis Virales
419,A87,9,A879,"Meningitis Viral, sin otra Especificacion"
420,A88,0,A880,Fiebre Exantematica Enteroviral [Exantema de Boston]
421,A88,1,A881,Vertigo Epidemico
422,A88,8,A888,Otras Infecciones Virales Especificadas del Sistema Nervioso Central
423,A89,X,A89X,"Infeccion Viral del Sistema Nervioso Central, no Especificada"
424,A90,X,A90X,Dengue
425,A91,X,A91X,Dengue  Hemorragico
426,A92,0,A920,Enfermedad por Virus Chikungunya
427,A92,1,A921,Fiebre de Onyong-Nyong
428,A92,2,A922,Fiebre Equina Venezolana
429,A92,3,A923,Fiebre del Oeste del Nilo
430,A92,4,A924,Fiebre del Valle del Rift
431,A92,8,A928,Otras Fiebres Virales Especificadas Transmitidas por Mosquitos
432,A92,9,A929,"Fiebre Viral Transmitida por Mosquito, sin otra Especificacion"
433,A93,0,A930,Enfermedad por Virus de Oropouche
434,A93,1,A931,Fiebre Transmitida por Flebotomos
435,A93,2,A932,Fiebre de Colorado Transmitida por Garrapatas
436,A93,8,A938,Otras Fiebres Virales Especificadas Transmitidas por Artropodos
437,A94,X,A94X,"Fiebre Viral Transmitida por Artropodos, no Especificada"
438,A95,0,A950,Fiebre Amarilla Selvatica
439,A95,1,A951,Fiebre Amarilla Urbana
440,A95,9,A959,Fiebre Amarilla no Especificada
441,A95,1,A9501,Fiebre Amarilla Selv?tica Fase Moderada
442,A95,2,A9502,Fiebre Amarilla Selv?tica Fase Toxica
443,A96,0,A960,Fiebre Hemorragica de Junin
444,A96,1,A961,Fiebre Hemorragica de Machupo
445,A96,2,A962,Fiebre de Lassa
446,A96,8,A968,Otras Fiebres Hemorragicas por Arenavirus
447,A96,9,A969,"Fiebre Hemorragica por Arenavirus, sin otra Especificacion"
448,A98,0,A980,Fiebre Hemorragica de Crimea-Congo
449,A98,1,A981,Fiebre Hemorragica de Omsk
450,A98,2,A982,Enfermedad de la Selva de Kyasanur
451,A98,3,A983,Enfermedad por el Virus de Marburg
452,A98,4,A984,Enfermedad por el Virus de Ebola
