71,29085,APLICACION DE YESO DE MANO A ANTEBRAZO BAJO (GUANTE),ACTIVO
72,29125,APLICACION DE FERULA EN ANTEBRAZO,ACTIVO
73,29240,VENDAJE DE HOMBRO (VELPEAU),ACTIVO
74,29325,APLICACION DE YESO PELVIPEDIO,ACTIVO
75,29345,APLICACION DE YESO LARGO PARA LA PIERNA (MUSLO A TOBILLO O DEDOS),ACTIVO
76,29405,APLICACION DE YESO DE RODILLA A DEDOS DEL PIE,ACTIVO
77,29700,REMOCION DE YESO,ACTIVO
78,30100,"BIOPSIA, INTRANASAL",ACTIVO
79,30801,"CAUTERIZACION Y/O ABLACION, MUCOSA DE CORNETE NASAL, UNILATERAL O BILATERAL, CUALQUIER METODO,",ACTIVO
80,30905,"CONTROL DE HEMORRAGIA NASAL, POSTERIOR, CON EMPAQUE POSTNASAL Y/O CAUTERIZACION POSTERIOR, CUALQUIER",ACTIVO
81,31000,LAVAJE POR CANULACION; SENO MAXILAR (PUNCION DEL ANTRO U OSTIUM NATURAL),ACTIVO
82,31237,"ENDOSCOPIA NASAL/SINUSOIDAL, QUIRURGICA; CON BIOPSIA, POLIPECTOMIA O DESBRIDAMIENTO (PROCEDIMIENTOSE",ACTIVO
83,31500,INTUBACION ENDOTRAQUEAL,ACTIVO
84,31505,"LARINGOSCOPIA, INDIRECTA (PROCEDIMIENTO SEPARADO); DIAGNOSTICO",ACTIVO
85,31510,"LARINGOSCOPIA, INDIRECTA (PROCEDIMIENTO SEPARADO); CON BIOPSIA",ACTIVO
86,31515,LARINGOSCOPIA DIRECTA.,ACTIVO
87,31603,TRAQUEOSTOMIA,ACTIVO
88,31622,BRONCOSCOPIA,ACTIVO
89,31624,LAVADO BRONQUIOALVEOLAR,ACTIVO
90,32002,TORACENTESIS,ACTIVO
91,32200,NEUMONOTOMIA; PARA DRENAJE A CIELO ABIERTO DE ABSCESO O QUISTE,ACTIVO
92,32201,NEUMONOSTOMIA; CON DRENAJE PERCUTANEO DE ABSCESO O QUISTE,ACTIVO
93,32400,BIOPSIA DE PLEURA PERCUTANEA,ACTIVO
94,32440,NEUMONECTOMIA,ACTIVO
95,32480,LOBECTOMIA,INACTIVO
96,32540,ENUCLEACION EXTRAPLEURAL DE EMPIEMA (EMPIEMECTOMIA),ACTIVO
97,32551,"TUBO DE TORACOSTOMIA CERRADA, INCLUYE SELLO DE AGUA",INACTIVO
98,33010,PERICARDIOCENTESIS,ACTIVO
99,33025,CREACION DE VENTANA PERICARDICA,INACTIVO
100,35526,BY PASS (AORTO CORONARIO) AORTOSUBCLAVIA O CAROTIDA,INACTIVO
101,36430,TRANSFUSION DE SANGRE O COMPONENTES SANGUINEOS,ACTIVO
102,36450,"EXSANGUINOTRANFUSION, NEONATO",INACTIVO
103,36460,TRANSFUSION INTRAUTERINA,ACTIVO
104,36470,EMBOLIZACION DE ARTERIA UTERINA: OCLUSION O EMBOLIZACION TRANSCATETER,ACTIVO
105,36510,CATETERIZACION DE VENA UMBILICAL EN RN,ACTIVO
106,36557,COLOCACION DE CATETER VENOSO CENTRAL CVC,ACTIVO
107,37617,LIGADURA ARTERIA GRANDE - ABDOMEN,ACTIVO
108,38220,ASPIRADO DE MEDULA OSEA,ACTIVO
109,38221,BIOPSIA DE MEDULA OSEA,ACTIVO
110,38500,BIOPSIA O ESCISION DE NODULO LINFATICO,ACTIVO
111,38505,BIOPSIA DE NODULO LINFATICO POR ASPIRACION,ACTIVO
112,40490,BIOPSIA DE LABIO,ACTIVO
113,40700,CIRUGIA CORRECTIVA DE FISURA LABIAL,ACTIVO
114,40800,"DRENAJE DE ABSCESO, QUISTE, HEMATOMA, EXTIRPACION DE CUERPO EXTRA§O DE VESTIBULO DE LA BOCA, SIN COM",ACTIVO
115,40801,"DRENAJE DE ABSCESO, QUISTE, HEMATOMA, EXTIRPACION DE CUERPO EXTRA§O DE VESTIBULO DE LA BOCA, CON COM",ACTIVO
116,40808,BIOPSIA DE VESTIBULO DE LA BOCA,ACTIVO
117,40819,"EXCISION DE FRENILLO, LABIAL O BUCAL (FRENUMECTOMIA, FRENULECTOMIA, FRENECTOMIA)",ACTIVO
118,41000,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DE LENGUA O PISO DE LA BOCA; PLANO SUPERF",ACTIVO
119,41005,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA SUBLINGUAL SUPERFICIAL",ACTIVO
120,41006,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DE LENGUA O PISO DE LA BOCA; PLANO PROFUN",ACTIVO
121,41007,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DEL ESPACIO SUBMENTONIANO",ACTIVO
122,41008,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DEL ESPACIO SUBMANDIBULAR",ACTIVO
123,41009,"INCISION INTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DEL ESPACIO MASTICADOR",ACTIVO
124,41015,"INCISION EXTRAORAL PARA DRENAJE DE ABSCESO, QUISTE O HEMATOMA; ESPACIO SUBLINGUAL, SUBMENTONIANO, SU",ACTIVO
125,41016,"INCISION EXTRAORAL PARA DRENAJE DE ABSCESO, QUISTE O HEMATOMA DE ESPACIO SUBMENTONIANO",ACTIVO
126,41017,"INCISION EXTRAORAL PARA DRENAJE DE ABSCESO, QUISTE O HEMATOMA DE ESPACIO SUBMANDIBULAR .",ACTIVO
127,41018,"INCISION EXTRAORAL Y DRENAJE DE ABSCESO, QUISTE O HEMATOMA DEL PISO DE LA BOCA; ESPACIO MASTICADOR",ACTIVO
128,41100,"BIOPSIA DE LENGUA, DOS TERCIOS ANTERIORES",ACTIVO
129,41105,"BIOPSIA DE LENGUA, TERCIO POSTERIOR",ACTIVO
130,41108,BIOPSIA DE PISO DE LA BOCA,ACTIVO
131,41800,"DRENAJE DE ABSCESO, QUISTE, HEMATOMA DE LAS ESTRUCTURAS DENTOALVEOLARES .",ACTIVO
132,41874,ALVEOLOPLASTIA CON EXODONCIA POR CUADRANTE,ACTIVO
133,42100,"BIOPSIA DE PALADAR, UVULA",ACTIVO
134,42200,CIRUGIA CORRECTIVA DE PALADAR HENDIDO,ACTIVO
135,42305,DRENAJE COMPLICADO  DE ABSCESO DE GLANDULA PAROTIDA,ACTIVO
136,42310,DRENAJE INTRAORAL DE ABSCESO DE GLANDULA SUBMAXILAR O SUBLINGUAL,ACTIVO
137,42320,DRENAJE DE ABSCESO DE GLANDULA SUBMAXILAR EXTERNA,ACTIVO
138,42400,"BIOPSIA DE GLANDULA SALIVAL, AGUJA",ACTIVO
139,42405,BIOPSIA DE GLANDULA SALIVAL; INCISIONAL,ACTIVO
140,42409,MARSUPIALIZACION DE QUISTE SALIVAL SUBLINGUAL (RANULA),ACTIVO
141,43204,ESCLEROTERAPIA DE VARICES ESOFAGICAS CON ESOFAGOSCOPIA,ACTIVO
142,43205,ESOFAGOSCOPIA CON LIGADURA DE VARICES ESOFAGICAS,ACTIVO
143,43235,ENDOSCOPIA GASTROINTESTINAL ALTA,ACTIVO
144,43239,BIOPSIA DE LESION DE ESTOMAGO,ACTIVO
145,43260,COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA (CPRE); DIAGNOSTICA O TERAPEUTICA,ACTIVO
146,43400,LIGADURA DE VARICES ESOFAGICAS CON FIBROSCOPIO CON O SIN VIDEOCAMARA,ACTIVO
147,43840,"GASTRORRAFIA, SUTURA DE ULCERA DUODENAL O GASTRICA PERFORADA, HERIDA, O LESION",ACTIVO
148,44005,ENTEROLISIS (LIBERACION DE ADHERENCIAS INTESTINALES),ACTIVO
149,44050,"REDUCCION DE VOLVULO, INTUSUSCEPCION, HERNIA INTERNA, MEDIANTE LAPAROTOMIA",ACTIVO
150,44055,CORRECCION DE MAL ROTACION MEDIANTE LISIS DE BANDAS DUODENALES Y/O REDUCCION DE VOLVULO DE INTESTINO,ACTIVO
151,44120,"ENTERECTOMIA, RESECCION DEL INTESTINO DELGADO",ACTIVO
152,44130,"ENTEROENTEROSTOMIA, ANASTOMOSIS DE INTESTINO, CON O SIN ENTEROSTOMIA CUTANEA",ACTIVO
153,44140,COLECTOMIA PARCIAL,ACTIVO
154,44180,ENTEROLISIS (LIBERACION DE ADHERENCIAS INTESTINALES) POR LAPAROSCOPIA,ACTIVO
155,44320,COLOSTOMIA O CECOSTOMIA CON EXTERIORIZACION A LA PIEL,ACTIVO
156,44360,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, SININCLUI",ACTIVO
157,44361,BIOPSIA DE LESION DE INTESTINO DELGADO,ACTIVO
158,44363,"ENDOSCOPIA DEL INTESTINO DELG., ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORC. DEL DUODENO, SIN INCLUIR E",ACTIVO
159,44364,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, SIN INCLU",ACTIVO
160,44365,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, SIN INCLU",ACTIVO
161,44366,"ENDOSCOPIA DEL INTEST. DELG., ENTEROSCOPIA MAS ALLA DE LA SEG. PORC. DEL DUODENO,S/INCLUIR EL ILEON;",ACTIVO
162,44369,"ENDOSCOPIA DEL INTESTINO DELG., ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORC. DEL DUODENO, SIN INCLUIR E",ACTIVO
163,44372,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, SIN INCLU",ACTIVO
164,44373,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, SIN INCLU",ACTIVO
165,44376,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, INCLUYEND",ACTIVO
166,44377,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, INCLUYEND",ACTIVO
167,44378,"ENDOSCOPIA DEL INTESTINO DELGADO, ENTEROSCOPIA MAS ALLA DE LA SEGUNDA PORCION DEL DUODENO, INCLUYEND",ACTIVO
168,44388,"COLONOSCOPIA A TRAVES DEL ESTOMA; DIAGNOSTICA, CON O SIN RECOLECCION DE ESPECIMENES MEDIANTECEPILLAD",INACTIVO
169,44950,APENDICECTOMIA,INACTIVO
170,44960,APENDICECTOMIA POR APENDICE CON RUPTURA DE ABSCESO O PERITONITIS GENERALIZADA,INACTIVO
171,44970,APENDICECTOMIA LAPAROSCOPICA,INACTIVO
172,45300,PROCTOSIGMOIDOSCOPIA,ACTIVO
173,45355,"COLONOSCOPIA, RIGIDA O FLEXIBLE, TRANSABDOMINAL VIA COLOTOMIA, UNA O VARIAS",INACTIVO
174,45378,"COLONOSCOPIA DIAGNOSTICA, FLEXIBLE",ACTIVO
175,45380,COLONOSCOPIA CON BIOPSIA,ACTIVO
176,47000,"BIOPSIA HEPATICA, AGUJA PERCUTANEA",ACTIVO
177,47010,HEPATOTOMIA; PARA DRENAJE A CIELO ABIERTO DE ABSCESO O QUISTE,ACTIVO
178,47011,HEPATOTOMIA; PARA DRENAJE PERCUTANEO DE ABSCESO O QUISTE,ACTIVO
179,47100,"BIOPSIA HEPATICA, EN CU§A",ACTIVO
180,47562,COLECISTECTOMIA LAPAROSCOPICA,INACTIVO
181,47563,COLECISTECTOMIA LAPAROSCOPICA CON COLANGIOGRAFIA,INACTIVO
182,47600,COLECISTECTOMIA,INACTIVO
183,47605,COLECISTECTOMIA CON COLANGIOGRAFIA,INACTIVO
184,47610,COLECISTECTOMIA CON EXPLORACION DE CONDUCTO BILIAR COMUN (COLEDOCO),INACTIVO
185,49000,LAPAROTOMIA EXPLORATORIA,ACTIVO
186,49021,DRENAJE PERCUTANEO DE ABSCESO PERITONEAL,ACTIVO
187,49080,PARACENTESIS,ACTIVO
188,49320,LAPAROSCOPIA DIAGNOSTICA,ACTIVO
189,52000,CISTOURETROSCOPIA,ACTIVO
190,52601,RESECCION TRANSURETRAL DE PROSTATA (RTU),ACTIVO
191,53445,COLOCACION DE SONDA FOLEY,ACTIVO
192,53670,CATETIZACION URETRAL SIMPLE (CAMBIO DE SONDA/SONDAJE VESICAL),ACTIVO
193,55250,"VASECTOMIA, INCLUYE EXAMENES DE SEMEN POSTERIORES",INACTIVO
194,55700,"BIOPSIA, PROSTATA; CON AGUJA O EN SACABOCADO, UNA SOLA O VARIAS, CUALQUIER ABORDAJE",ACTIVO
195,55705,"BIOPSIA, PROSTATA; INCISIONAL, CUALQUIER ABORDAJE",ACTIVO
196,55801,PROSTATECTOMIA PERINEAL RADICAL,ACTIVO
197,56351,"HISTEROSCOPIA, QUIRURGICA; CON TOMA DE MUESTRA (BIOPSIA) DE ENDOMETRIO Y/O POLIPECTOMIA, CON O SIN D",INACTIVO
198,56440,MARSUPIALIZACION DE GLANDULA DE BARTOLINO,ACTIVO
199,57020,CULDOCENTESIS,INACTIVO
200,57061,CRIOCIRUGIA,ACTIVO
201,57210,REPARACION QUIRURGICA DE DESGARRO,ACTIVO
202,57260,CIRUGIA REPARADORA DE PROLAPSO GENITAL (COLPORRAFIA ANTEROPOSTERIOR),ACTIVO
203,57452,COLPOSCOPIA,ACTIVO
204,57460,COLPOSCOPIA CON ELECTROCIRUGIA (LEEP),ACTIVO
205,57500,TOMA DE BIOPSIA DE CERVIX,ACTIVO
206,57510,CAUTERIZACION DEL CERVIX; ELECTRO O TERMICA,ACTIVO
207,57511,CRIOTERAPIA,ACTIVO
208,57520,CONIZACION DEL CERVIX,ACTIVO
209,57522,ELECTROCIRUGIA (LEEP),ACTIVO
210,57700,CERCLAJE,ACTIVO
211,57720,"REPARACION DE CUELLO UTERINO, ABORDAJE VAGINAL",ACTIVO
212,58100,BIOPSIA DE ENDOMETRIO,ACTIVO
213,58140,MIOMECTOMIA ABORDAJE ABDOMINAL,ACTIVO
214,58150,HISTERECTOMIA ABDOMINAL TOTAL C/S SALPINGOOFORECTOMIA,ACTIVO
215,58200,HISTERECTOMIA AMPLIADA A VAGINA,ACTIVO
216,58210,HISTERECTOMIA RADICAL,INACTIVO
217,58300,INSERCION DE DISPOSITIVO INTRAUTERINO (DIU),ACTIVO
218,58301,REMOCION DE DISPOSITIVO INTRAUTERINO (DIU),ACTIVO
219,58545,MIOMECTOMIA LAPAROSCOPICA,ACTIVO
220,58600,LIGADURA O SECCION DE TROMPAS DE FALOPIO,ACTIVO
221,59000,AMNIOCENTESIS,ACTIVO
222,59012,CORDOCENTESIS,INACTIVO
223,59020,TEST DE ESTRES FETAL,ACTIVO
224,59025,TEST NO ESTRESANTE,ACTIVO
225,59050,MONITOREO FETAL,ACTIVO
226,59070,AMNIOINFUSION TRANSABDOMINAL,ACTIVO
227,59120,"SALPINGUECTOMIA, ABORDAJE ABDOMINAL",ACTIVO
228,59121,"SALPINGOSTOMIA, ABORDAJE ABDOMINAL",ACTIVO
229,59150,SALPINGOSTOMIA LAPAROSCOPICA,ACTIVO
230,59151,SALPINGUECTOMIA LAPAROSCOPICA,ACTIVO
231,59160,LEGRADO POST PARTO,INACTIVO
232,59300,EPISIOTOMIA,ACTIVO
233,59350,HISTERORRAFIA DE RUPTURA UTERINA,ACTIVO
234,59400,ATENCION DEL PARTO DE ALTO RIESGO,ACTIVO
235,59409,PARTO VAGINAL,INACTIVO
236,59414,EXTRACCION MANUAL DE PLACENTA,ACTIVO
237,59425,ATENCION PRENATAL,INACTIVO
238,59430,CONTROL DE PUERPERIO,ACTIVO
239,59514,CESAREA,INACTIVO
240,59812,LEGRADO UTERINO,INACTIVO
241,59813,ASPIRACION MANUAL ENDOUTERINA (AMEU),INACTIVO
242,59899,REVERSION UTERINO MANUAL,ACTIVO
243,60100,BIOPSIA DE TIROIDES PERCUTANEA,ACTIVO
244,61020,PUNCION VENTRICULAR,ACTIVO
245,61107,TREPANACION PARA IMPLANTAR CATETER,ACTIVO
246,61312,"CRANIECTOMIA O CRANEOTOMIA PARA EVACUACION DE HEMATOMA SUPRATENTORIAL, EXTRADURAL O SUBDURAL",INACTIVO
247,61516,CRANIECTOMIA O CRANEOTOMIA PARA EXCISION DE QUISTE SUPRATENTORIAL,INACTIVO
248,62160,NEUROENDOSCOPIA INTRACRANEAL,ACTIVO
249,62220,DERIVACION VENTRICULO-ATRIAL,ACTIVO
250,62223,DERIVACION VENTRICULO-PERITONEAL,ACTIVO
251,62270,PUNCION LUMBAR,ACTIVO
252,62287,PROCEDIMIENTO DE ASPIRACION O DESCOMPRESION DEL NUCLEO PULPOSO,ACTIVO
253,63045,"LAMINECTOMIA CON DISCECTOMIA (LAMINECTOMIA, FACETECTOMIA Y FORAMINOTOMIA)",ACTIVO
254,65420,ESCISION O TRANSPOSICION DE PTERIGION; SIN INJERTO,ACTIVO
255,65426,ESCISION O TRANSPOSICION DE PTERIGION; CON INJERTO,ACTIVO
256,65450,"DESTRUCCION DE LESION DE CORNEA MEDIANTE CRIOTERAPIA, FOTOCOAGULACION O TERMOCAUTERIZACION",ACTIVO
257,65710,QUERATOPLASTIA (TRASPLANTE DE CORNEA); LAMELAR,ACTIVO
258,65730,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EXCEPTO EN AFAQUIA),ACTIVO
259,65750,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EN AFAQUIA),ACTIVO
260,65755,QUERATOPLASTIA (TRASPLANTE DE CORNEA); PENETRANTE (EN PSEUDOAFAQUIA),ACTIVO
261,65855,TRABECULOPLASTIA POR LASER,ACTIVO
262,66150,FISTULIZACION DE ESCLEROTICA DEBIDO A GLAUCOMA; TREPANACION CON IRIDECTOMIA,ACTIVO
263,66170,TRABECULECTOMIA,ACTIVO
264,66761,IRIDOTOMIA/IRIDECTOMIA POR CIRUGIA LASER,ACTIVO
265,66762,"IRIDOPLASTIA MEDI. FOTOCOAGULACION (UNA O MAS SESIONES) (P/EJ. PARA MEJORAR LA VISION, PARAENSANCHAM",ACTIVO
266,66820,DISCISION (INCISION) DE CATARATA MEMBRANOSA SECUNDARIA (OPACIDAD CAPSULAR POSTERIOR Y/O HIALOIDEANTE,ACTIVO
267,66821,CIRUGIA LASER PARA ESCISION DE CATARATA,ACTIVO
268,66830,EXTIRPACION DE CATARATA MEMBRANOSA SECUNDARIA (OPACIDAD CAPSULAR POSTERIOR Y/O HIALOIDE ANTERIOR) CO,ACTIVO
269,66850,"FACOFRAGMENTACION (MECANICA O ULTRASONIDO), CON ASPIRACION",ACTIVO
270,66982,EXTRACCIONDE CATARATA EXTRACAPSULAR CON IMPLANTE DE LENTE INTRAOCULAR,ACTIVO
271,66984,EXTIRPACION DE CATARATA EXTRACAPSULAR CON INSERCION DE PROTESIS DE CRISTALINO INTRAOCULAR FACOEMULSI,ACTIVO
272,67005,VITRECTOMIA ANTERIOR,ACTIVO
273,67101,"CORRECCION DE DESPRENDIMIENTO DE RETINA, UNA O MAS SESIONES; CRIOTERAPIA O DIATERMIA, CON O SINDRENA",ACTIVO
274,67105,"CORRECCION DE DESPRENDIMIENTO DE RETINA, UNA O MAS SESIONES; FOTOCOAGULACION, CON O SIN DRENAJE DE F",ACTIVO
275,67107,"CORRECCION DE DESPRENDIMIENTO DE RETINA; CON HEBILLA DE ESCLEROTICA (INDENTACION ESCLERAL) (TAL CO",ACTIVO
276,67108,"CORREC DESPRENDIM RETINA; C/ VITRECTOMIA, CUALQUIER METODO, C/S TAPONAMIENTO C/ AIRE O GAS EXPANSIVO",ACTIVO
277,67110,CORRECCION DE DESPRENDIMIENTO DE RETINA; MEDIANTE INYECCION DE AIRE U OTRO GAS (P. EJ. RETINOPEXIA N,ACTIVO
278,67112,"CORREC DESPREND RETINA; C/ HEBILLA DE ESCLEROTICA (INDENTACION ESCLERAL) O VITRECTOMIA, EN PACIENT",ACTIVO
279,67220,"DESTRUCCION DE LESION LOCALIZADA DE COROIDES (P. EJ. NEOVASCULARIZACION COROIDAL), UNA O MAS SESIONE",ACTIVO
280,67227,"DESTRUCCION DE RETINOPATIA EXTENSA O PROGRESIVA (P. EJ. RETINOPATIA DIABETICA), UNA O MAS SESIONES;",ACTIVO
281,67311,"CIRUGIA PARA ESTRABISMO, PROCEDIMIENTO DE RECESION O RESECCION; UN MUSCULO HORIZONTAL",ACTIVO
282,67314,"CIRUGIA PARA ESTRABISMO, PROCEDIMIENTO DE RECESION O RESECCION; UN MUSCULO VERTICAL (EXCLUYENDO EL O",ACTIVO
283,67318,"CIRUGIA PARA ESTRABISMO, CUALQUIER PROCEDIMIENTO, MUSCULO OBLICUO SUPERIOR",ACTIVO
284,67800,EXCISION DE CHALAZION; UNO SOLO,ACTIVO
285,67903,"CORRECCION DE BLEFAROPTOSIS; RESECCION O AVANCE DE (TARSO)ELEVADOR, ABORDAJE INTERNO",ACTIVO
286,67904,"CORRECCION DE BLEFAROPTOSIS; RESECCION O AVANCE DE (TARSO)ELEVADOR, ABORDAJE EXTERNO",ACTIVO
287,67921,CORRECCION DE ENTROPION; SUTURA,ACTIVO
