"126","14","LAMBAYEQUE","1403","14","LAMBAYEQUE"
"127","15","LIMA","1501","15","LIMA"
"128","15","BARRANCA","1502","15","BARRANCA"
"129","15","CAJATAMBO","1503","15","CAJATAMBO"
"130","15","CANTA","1504","15","CANTA"
"131","15","CANETE","1505","15","SAN VICENTE DE CANETE"
"132","15","HUARAL","1506","15","HUARAL"
"133","15","HUAROCHIRI","1507","15","MATUCANA"
"134","15","HUAURA","1508","15","HUACHO"
"135","15","OYON","1509","15","OYON"
"136","15","YAUYOS","1510","15","YAUYOS"
"137","16","MAYNAS","1601","16","IQUITOS"
"138","16","ALTO AMAZONAS","1602","16","YURIMAGUAS"
"139","16","LORETO","1603","16","NAUTA"
"140","16","MARISCAL RAMON CASTILLA","1604","16","CABALLOCOCHA"
"141","16","REQUENA","1605","16","REQUENA"
"142","16","UCAYALI","1606","16","CONTAMANA"
"143","16","DATEM DEM MARANON","1607","16","SAN LORENZO"
"144","17","TAMBOPATA","1701","17","PUERTO MALDONADO"
"145","17","MANU","1702","17","SALVACION"
"146","17","TAHUAMANU","1703","17","INAPARI"
"147","18","MARISCAL NIETO","1801","18","MOQUEGUA"
"148","18","GENERAL SANCHEZ CERRO","1802","18","OMATE"
"149","18","ILO","1803","18","ILO"
"150","19","PASCO","1901","19","CERRO DE PASCO"
"151","19","DANIEL ALCIDES CARRION","1902","19","YANAHUANCA"
"152","19","OXAPAMPA","1903","19","OXAPAMPA"
"153","20","PIURA","2001","20","PIURA"
"154","20","AYABACA","2002","20","AYABACA"
"155","20","HUANCABAMBA","2003","20","HUANCABAMBA"
"156","20","MORROPON","2004","20","CHULUCANAS"
"157","20","PAITA","2005","20","PAITA"
"158","20","SULLANA","2006","20","SULLANA"
"159","20","TALARA","2007","20","TALARA"
"160","20","SECHURA","2008","20","SECHURA"
"161","21","PUNO","2101","21","PUNO"
"162","21","AZANGARO","2102","21","AZANGARO"
"163","21","CARABAYA","2103","21","MACUSANI"
"164","21","CHUCUITO","2104","21","JULI"
"165","21","EL COLLAO","2105","21","ILAVE"
"166","21","HUANCANE","2106","21","HUANCANE"
"167","21","LAMPA","2107","21","LAMPA"
"168","21","MELGAR","2108","21","AYAVIRI"
"169","21","MOHO","2109","21","MOHO"
"170","21","SAN ANTONIO DE PUTINA","2110","21","PUTINA"
"171","21","SAN ROMAN","2111","21","JULIACA"
"172","21","SANDIA","2112","21","SANDIA"
"173","21","YUNGUYO","2113","21","YUNGUYO"
"174","22","MOYOBAMBA","2201","22","MOYOBAMBA"
"175","22","BELLAVISTA","2202","22","BELLAVISTA"
"176","22","EL DORADO","2203","22","SAN JOSE DE SISA"
"177","22","HUALLAGA","2204","22","SAPOSOA"
"178","22","LAMAS","2205","22","LAMAS"
"179","22","MARISCAL CACERES","2206","22","JUANJUI"
"180","22","PICOTA","2207","22","PICOTA"
"181","22","RIOJA","2208","22","RIOJA"
"182","22","SAN MARTIN","2209","22","TARAPOTO"
"183","22","TOCACHE","2210","22","TOCACHE NUEVO"
"184","23","TACNA","2301","23","TACNA"
"185","23","CANDARAVE","2302","23","CANDARAVE"
"186","23","JORGE BASADRE","2303","23","LOCUMBA"
"187","23","TARATA","2304","23","TARATA"
"188","24","TUMBES","2401","24","TUMBES"
"189","24","CONTRALMIRANTE VILLAR","2402","24","ZORRITOS"
"190","24","ZARUMILLA","2403","24","ZARUMILLA"
"191","25","CORONEL PORTILLO","2501","25","PUCALLPA"
"192","25","ATALAYA","2502","25","ATALAYA"
"193","25","PADRE ABAD","2503","25","AGUAYTIA"
"194","25","PURUS","2504","25","ESPERANZA"
"195","3","GRAU","0307","03","CHUQUIBAMBILLA"
"196","16","PUTUMAYO","1608","16",""
